session_id,customer_age,account_tenure_days,previous_purchases,product_category,items_in_cart,cart_value,treatment,completed_purchase,Y0,Y1
4203,18-24,108,1,Fashion,3,31.29,0,0,0,1
4204,35-44,326,1,Electronics,3,65.44,1,1,0,1
4205,25-34,120,3,Fashion,6,26.88,0,1,1,0
4206,35-44,143,7,Books & Media,4,55.12,1,1,1,1
4207,45-54,44,1,Home & Garden,7,53.96,1,0,1,0
4208,35-44,222,5,Electronics,4,36.06,0,0,0,1
4209,55+,102,4,Fashion,3,56.65,1,1,1,1
4210,55+,130,2,Fashion,5,35.25,0,0,0,1
4211,25-34,221,1,Home & Garden,2,89.89,1,0,0,0
4212,25-34,393,4,Books & Media,6,52.17,1,1,1,1
4213,25-34,317,2,Fashion,6,47.85,0,0,0,0
4214,25-34,132,4,Books & Media,4,38.76,0,1,1,1
4215,18-24,338,0,Electronics,5,54.17,1,1,1,1
4216,55+,108,2,Fashion,4,59.27,1,0,0,0
4217,35-44,176,0,Books & Media,7,19.52,0,0,0,0
4218,25-34,141,2,Electronics,2,102.87,1,1,1,1
4219,45-54,58,0,Electronics,4,36.63,0,0,0,0
4220,55+,98,0,Home & Garden,3,50.21,1,1,1,1
4221,55+,325,7,Electronics,2,56.22,1,0,1,0
4222,45-54,72,0,Home & Garden,8,49.45,0,0,0,0
4223,25-34,133,0,Fashion,4,79.53,1,1,0,1
4224,25-34,165,0,Sports & Outdoors,3,82.33,1,0,0,0
4225,35-44,188,5,Fashion,3,62.6,1,1,0,1
4226,35-44,171,3,Fashion,1,80.21,1,0,1,0
4227,25-34,169,2,Books & Media,6,15.6,0,0,0,0
4228,45-54,266,1,Home & Garden,6,40.24,0,1,1,1
4229,35-44,111,0,Fashion,6,93.59,1,0,1,0
4230,45-54,104,6,Electronics,2,39.24,0,1,1,1
4231,25-34,97,1,Sports & Outdoors,1,43.88,0,0,0,0
4232,25-34,35,3,Books & Media,3,56.8,1,0,1,0
4233,35-44,61,1,Home & Garden,6,100.77,1,0,0,0
4234,35-44,104,0,Fashion,4,56.08,1,0,0,0
4235,18-24,122,3,Books & Media,3,46.56,0,0,0,0
4236,35-44,411,1,Fashion,3,59.97,1,1,0,1
4237,25-34,333,0,Home & Garden,5,56.08,1,0,0,0
4238,25-34,206,0,Sports & Outdoors,4,125.81,1,1,0,1
4239,35-44,97,2,Electronics,4,120.02,1,0,1,0
4240,25-34,96,2,Home & Garden,2,50.61,1,0,1,0
4241,55+,218,1,Electronics,5,47.88,0,1,1,1
4242,35-44,38,1,Electronics,1,107.8,1,1,1,1
4243,25-34,208,2,Fashion,4,91.39,1,0,1,0
4244,25-34,135,0,Home & Garden,3,64.92,1,0,0,0
4245,25-34,240,0,Books & Media,6,28.9,0,1,1,0
4246,55+,76,2,Fashion,5,46.58,0,0,0,0
4247,35-44,278,3,Electronics,4,56.95,1,1,1,1
4248,35-44,135,2,Books & Media,7,42.54,0,0,0,1
4249,18-24,75,0,Home & Garden,4,46.73,0,0,0,1
4250,25-34,421,1,Home & Garden,4,108.92,1,0,0,0
4251,35-44,247,4,Electronics,4,86.17,1,1,0,1
4252,35-44,347,4,Home & Garden,4,92.7,1,1,0,1
4253,45-54,68,1,Fashion,6,36.91,0,0,0,0
4254,55+,254,0,Home & Garden,6,91.62,1,0,1,0
4255,18-24,179,0,Fashion,4,34.46,0,0,0,1
4256,35-44,159,2,Fashion,3,40.62,0,0,0,1
4257,35-44,123,6,Fashion,4,138.2,1,0,0,0
4258,45-54,200,0,Home & Garden,4,24.99,0,1,1,1
4259,25-34,216,3,Home & Garden,5,21.21,0,0,0,0
4260,25-34,105,4,Fashion,3,52.63,1,1,1,1
4261,35-44,208,1,Electronics,2,85.92,1,1,1,1
4262,35-44,327,1,Books & Media,1,49.65,0,1,1,0
4263,18-24,214,0,Electronics,3,146.42,1,1,1,1
4264,25-34,95,3,Electronics,3,39.96,0,1,1,0
4265,18-24,201,6,Fashion,2,48.75,0,0,0,0
4266,45-54,69,3,Sports & Outdoors,5,190.94,1,1,1,1
4267,25-34,269,1,Fashion,7,40.53,0,1,1,1
4268,55+,185,7,Sports & Outdoors,3,135.25,1,0,1,0
4269,35-44,225,5,Books & Media,3,37.67,0,0,0,1
4270,45-54,247,0,Home & Garden,6,65.0,1,0,0,0
4271,25-34,96,4,Books & Media,5,41.11,0,1,1,1
4272,25-34,99,0,Books & Media,6,54.42,1,1,1,1
4273,25-34,328,0,Books & Media,6,65.02,1,0,1,0
4274,45-54,285,3,Fashion,4,60.58,1,1,0,1
4275,35-44,41,4,Fashion,6,43.12,0,1,1,1
4276,35-44,83,1,Books & Media,3,23.0,0,0,0,0
4277,25-34,33,0,Fashion,4,58.37,1,0,1,0
4278,18-24,332,4,Electronics,5,62.56,1,1,1,1
4279,45-54,52,6,Fashion,5,101.99,1,1,1,1
4280,55+,149,3,Fashion,4,82.63,1,1,1,1
4281,35-44,268,0,Electronics,11,59.56,1,0,0,0
4282,55+,158,2,Home & Garden,2,78.56,1,0,1,0
4283,18-24,106,1,Home & Garden,4,31.42,0,0,0,0
4284,25-34,99,4,Electronics,3,96.71,1,1,0,1
4285,18-24,205,6,Books & Media,5,33.67,0,0,0,0
4286,18-24,377,0,Home & Garden,3,59.59,1,1,1,1
4287,25-34,341,4,Fashion,7,37.67,0,1,1,1
4288,25-34,71,2,Electronics,4,88.27,1,0,0,0
4289,45-54,360,3,Electronics,4,58.02,1,0,0,0
4290,25-34,606,4,Fashion,4,87.44,1,0,0,0
4291,45-54,146,1,Electronics,2,77.71,1,1,0,1
4292,18-24,12,1,Home & Garden,8,70.87,1,0,1,0
4293,35-44,35,2,Fashion,2,41.86,0,1,1,0
4294,55+,137,0,Home & Garden,9,69.03,1,0,0,0
4295,25-34,122,1,Fashion,3,36.74,0,0,0,1
4296,25-34,90,0,Sports & Outdoors,3,53.98,1,1,0,1
4297,25-34,80,1,Home & Garden,2,29.6,0,0,0,1
4298,25-34,114,0,Fashion,3,78.52,1,0,0,0
4299,25-34,150,3,Home & Garden,3,23.65,0,1,1,0
4300,35-44,145,4,Electronics,5,38.81,0,0,0,1
4301,55+,87,5,Electronics,4,55.47,1,1,0,1
4302,45-54,367,2,Fashion,4,86.54,1,0,0,0
4303,35-44,151,1,Fashion,4,37.17,0,1,1,1
4304,35-44,231,0,Electronics,6,50.03,1,0,0,0
4305,55+,287,2,Electronics,6,39.28,0,0,0,1
4306,25-34,52,2,Fashion,4,33.68,0,0,0,1
4307,55+,131,8,Home & Garden,7,67.68,1,0,1,0
4308,18-24,432,1,Sports & Outdoors,3,76.4,1,1,0,1
4309,18-24,86,4,Home & Garden,2,108.04,1,1,1,1
4310,35-44,88,0,Books & Media,3,5.0,0,1,1,1
4311,25-34,123,1,Electronics,5,133.12,1,1,0,1
4312,18-24,101,0,Electronics,6,118.91,1,1,1,1
4313,45-54,116,8,Home & Garden,3,62.02,1,1,1,1
4314,45-54,22,3,Books & Media,3,88.37,1,0,1,0
4315,18-24,232,1,Fashion,3,45.73,0,0,0,0
4316,35-44,154,0,Fashion,3,39.41,0,1,1,1
4317,35-44,244,0,Home & Garden,4,62.68,1,1,1,1
4318,45-54,425,1,Fashion,3,32.62,0,1,1,0
4319,25-34,85,0,Sports & Outdoors,5,97.84,1,1,0,1
4320,18-24,469,1,Electronics,4,51.16,1,0,1,0
4321,45-54,141,3,Electronics,7,68.19,1,1,1,1
4322,35-44,220,0,Electronics,7,96.64,1,0,1,0
4323,18-24,162,0,Home & Garden,1,87.27,1,1,1,1
4324,35-44,111,2,Electronics,4,46.07,0,1,1,0
4325,55+,493,2,Home & Garden,3,126.42,1,1,1,1
4326,35-44,149,2,Home & Garden,5,68.74,1,1,1,1
4327,25-34,308,0,Sports & Outdoors,5,72.03,1,1,1,1
4328,25-34,85,5,Electronics,3,68.44,1,1,1,1
4329,35-44,525,3,Sports & Outdoors,2,47.7,0,1,1,0
4330,25-34,390,1,Electronics,5,60.5,1,0,0,0
4331,35-44,169,0,Electronics,2,56.17,1,0,0,0
4332,45-54,243,3,Electronics,2,41.89,0,1,1,1
4333,25-34,145,0,Fashion,1,35.92,0,0,0,0
4334,25-34,211,1,Home & Garden,5,59.87,1,0,1,0
4335,35-44,725,1,Fashion,3,83.0,1,0,0,0
4336,25-34,80,6,Home & Garden,4,113.09,1,1,1,1
4337,25-34,301,4,Electronics,3,73.81,1,1,1,1
4338,35-44,154,2,Sports & Outdoors,4,85.49,1,1,1,1
4339,55+,107,0,Sports & Outdoors,4,30.48,0,1,1,1
4340,45-54,321,0,Electronics,2,63.51,1,1,1,1
4341,45-54,396,1,Fashion,3,43.44,0,1,1,0
4342,25-34,75,1,Home & Garden,6,65.05,1,1,0,1
4343,25-34,83,4,Fashion,3,68.22,1,1,1,1
4344,25-34,154,0,Electronics,3,43.15,0,1,1,1
4345,25-34,112,0,Home & Garden,3,74.09,1,1,0,1
4346,25-34,48,1,Electronics,2,53.92,1,1,1,1
4347,35-44,82,1,Fashion,4,69.06,1,0,1,0
4348,45-54,130,4,Home & Garden,4,81.86,1,1,0,1
4349,18-24,302,0,Electronics,4,37.44,0,0,0,1
4350,35-44,385,0,Electronics,4,79.59,1,1,0,1
4351,35-44,350,3,Sports & Outdoors,3,35.2,0,1,1,0
4352,45-54,181,0,Sports & Outdoors,2,71.67,1,1,1,1
4353,25-34,94,1,Electronics,4,49.72,0,1,1,1
4354,25-34,281,0,Fashion,4,48.74,0,1,1,1
4355,25-34,114,3,Books & Media,3,16.04,0,0,0,0
4356,18-24,140,0,Books & Media,6,30.4,0,0,0,0
4357,55+,173,1,Books & Media,3,56.31,1,1,0,1
4358,25-34,341,4,Electronics,4,90.27,1,1,0,1
4359,18-24,13,3,Fashion,3,64.16,1,0,0,0
4360,25-34,260,3,Electronics,5,46.39,0,1,1,0
4361,25-34,227,7,Fashion,5,92.91,1,0,1,0
4362,55+,41,0,Fashion,3,35.92,0,1,1,0
4363,35-44,199,2,Fashion,3,51.49,1,0,1,0
4364,45-54,357,0,Electronics,2,52.37,1,1,1,1
4365,25-34,34,2,Fashion,10,42.99,0,0,0,1
4366,35-44,243,1,Home & Garden,3,46.41,0,1,1,1
4367,25-34,105,0,Books & Media,3,17.33,0,0,0,0
4368,35-44,219,1,Electronics,6,46.23,0,1,1,1
4369,35-44,178,1,Books & Media,3,23.83,0,1,1,1
4370,25-34,90,1,Fashion,5,102.46,1,1,1,1
4371,45-54,279,1,Electronics,4,50.07,1,1,1,1
4372,45-54,265,0,Books & Media,4,51.65,1,1,1,1
4373,45-54,211,3,Books & Media,3,35.25,0,1,1,0
4374,55+,78,2,Books & Media,2,40.35,0,1,1,0
4375,25-34,447,5,Sports & Outdoors,2,32.99,0,0,0,0
4376,45-54,237,1,Fashion,5,53.93,1,1,0,1
4377,35-44,109,0,Books & Media,3,21.25,0,0,0,1
4378,18-24,489,0,Books & Media,3,5.0,0,0,0,0
4379,25-34,221,2,Sports & Outdoors,3,56.9,1,0,0,0
4380,18-24,125,0,Home & Garden,5,58.01,1,1,0,1
4381,35-44,252,1,Electronics,3,71.5,1,1,1,1
4382,18-24,259,0,Sports & Outdoors,2,39.28,0,0,0,0
4383,25-34,167,0,Sports & Outdoors,3,78.39,1,1,0,1
4384,18-24,42,5,Sports & Outdoors,3,32.88,0,1,1,1
4385,35-44,188,2,Books & Media,7,48.61,0,0,0,0
4386,35-44,238,1,Books & Media,3,29.53,0,0,0,0
4387,55+,275,6,Books & Media,6,30.01,0,0,0,1
4388,55+,93,1,Home & Garden,6,61.79,1,0,0,0
4389,35-44,99,1,Fashion,4,31.72,0,1,1,1
4390,25-34,230,4,Fashion,3,48.47,0,1,1,1
4391,25-34,272,0,Home & Garden,5,72.53,1,1,1,1
4392,25-34,394,1,Home & Garden,2,56.59,1,1,0,1
4393,35-44,190,3,Home & Garden,4,56.78,1,1,0,1
4394,35-44,71,0,Home & Garden,4,31.1,0,1,1,0
4395,45-54,447,0,Electronics,2,90.72,1,0,1,0
4396,35-44,252,3,Sports & Outdoors,2,29.4,0,0,0,1
4397,25-34,111,2,Fashion,7,76.41,1,1,0,1
4398,25-34,209,0,Home & Garden,3,31.28,0,0,0,1
4399,18-24,111,10,Fashion,3,27.18,0,0,0,0
4400,45-54,141,0,Books & Media,3,85.85,1,0,0,0
4401,25-34,193,0,Fashion,3,97.29,1,1,0,1
4402,18-24,285,2,Electronics,5,41.92,0,1,1,0
4403,45-54,105,11,Electronics,3,44.27,0,1,1,0
4404,25-34,308,4,Electronics,5,81.29,1,1,1,1
4405,25-34,538,2,Fashion,4,58.63,1,1,0,1
4406,25-34,424,0,Electronics,3,88.87,1,0,0,0
4407,25-34,94,6,Electronics,4,74.12,1,0,1,0
4408,45-54,101,0,Home & Garden,5,82.71,1,1,0,1
4409,25-34,304,5,Fashion,3,47.49,0,0,0,1
4410,18-24,156,0,Sports & Outdoors,3,82.1,1,0,0,0
4411,35-44,51,5,Fashion,5,41.01,0,0,0,0
4412,35-44,442,0,Electronics,2,92.93,1,0,1,0
4413,55+,222,0,Electronics,4,48.16,0,1,1,0
4414,55+,305,7,Books & Media,2,35.39,0,0,0,0
4415,35-44,148,0,Home & Garden,3,58.85,1,0,1,0
4416,25-34,205,4,Fashion,3,40.38,0,0,0,0
4417,25-34,407,3,Fashion,5,81.25,1,0,0,0
4418,18-24,462,1,Fashion,3,35.36,0,1,1,0
4419,25-34,111,1,Home & Garden,4,39.22,0,0,0,1
4420,45-54,25,4,Electronics,3,92.75,1,0,0,0
4421,25-34,125,0,Fashion,4,81.35,1,0,0,0
4422,18-24,169,3,Home & Garden,6,43.03,0,0,0,1
4423,35-44,129,5,Electronics,5,44.8,0,1,1,1
4424,25-34,195,1,Home & Garden,7,84.84,1,0,1,0
4425,18-24,276,0,Fashion,8,64.79,1,1,0,1
4426,35-44,164,5,Electronics,4,68.77,1,1,1,1
4427,25-34,323,0,Electronics,4,31.66,0,1,1,1
4428,35-44,218,3,Home & Garden,5,62.69,1,1,0,1
4429,55+,258,2,Books & Media,4,30.27,0,1,1,0
4430,45-54,35,0,Fashion,6,95.14,1,1,1,1
4431,18-24,148,1,Home & Garden,4,128.24,1,1,0,1
4432,45-54,10,0,Books & Media,5,72.29,1,1,1,1
4433,25-34,314,5,Sports & Outdoors,3,43.75,0,0,0,0
4434,35-44,68,1,Electronics,9,78.42,1,1,1,1
4435,25-34,66,3,Fashion,5,25.6,0,1,1,0
4436,25-34,99,1,Home & Garden,5,43.73,0,1,1,0
4437,35-44,173,1,Fashion,4,77.11,1,1,0,1
4438,25-34,113,5,Fashion,2,49.12,0,0,0,1
4439,55+,173,4,Sports & Outdoors,7,119.57,1,0,1,0
4440,25-34,169,1,Electronics,4,55.37,1,0,0,0
4441,18-24,133,2,Fashion,2,59.11,1,0,0,0
4442,25-34,117,2,Sports & Outdoors,1,30.99,0,1,1,0
4443,35-44,98,4,Fashion,3,29.36,0,1,1,0
4444,35-44,90,1,Electronics,3,67.17,1,1,1,1
4445,45-54,36,1,Electronics,6,54.95,1,0,1,0
4446,35-44,469,1,Fashion,5,33.92,0,0,0,0
4447,35-44,43,3,Electronics,4,44.96,0,1,1,0
4448,45-54,138,2,Electronics,3,200.0,1,1,1,1
4449,45-54,147,1,Electronics,4,62.62,1,1,1,1
4450,18-24,188,2,Fashion,6,28.07,0,0,0,0
4451,35-44,299,0,Sports & Outdoors,2,47.41,0,0,0,1
4452,45-54,609,2,Sports & Outdoors,5,50.6,1,0,1,0
4453,35-44,184,3,Home & Garden,2,124.52,1,0,0,0
4454,25-34,307,3,Electronics,2,106.58,1,0,0,0
4455,35-44,136,0,Home & Garden,5,24.05,0,0,0,0
4456,35-44,270,1,Home & Garden,2,73.07,1,0,0,0
4457,55+,31,9,Fashion,1,29.9,0,0,0,0
4458,45-54,209,4,Fashion,5,54.16,1,1,1,1
4459,35-44,282,2,Fashion,3,56.09,1,1,1,1
4460,35-44,206,0,Home & Garden,9,88.3,1,1,1,1
4461,55+,360,0,Home & Garden,4,36.08,0,0,0,0
4462,25-34,180,1,Home & Garden,5,33.98,0,0,0,1
4463,25-34,172,4,Electronics,4,85.36,1,1,1,1
4464,18-24,131,1,Electronics,4,48.44,0,0,0,0
4465,25-34,399,10,Electronics,4,59.16,1,1,1,1
4466,25-34,348,4,Fashion,7,51.9,1,0,0,0
4467,45-54,405,1,Home & Garden,4,70.13,1,0,0,0
4468,18-24,97,0,Books & Media,4,89.44,1,1,1,1
4469,18-24,164,1,Fashion,3,120.58,1,0,0,0
4470,45-54,101,1,Home & Garden,3,85.71,1,1,0,1
4471,35-44,230,0,Fashion,6,44.16,0,0,0,0
4472,25-34,202,1,Electronics,6,64.0,1,0,0,0
4473,45-54,402,0,Fashion,4,46.34,0,0,0,1
4474,45-54,220,0,Books & Media,4,73.56,1,0,1,0
4475,55+,72,0,Fashion,3,34.99,0,1,1,1
4476,45-54,33,0,Electronics,4,93.27,1,0,0,0
4477,35-44,84,4,Fashion,3,34.49,0,1,1,1
4478,25-34,540,1,Home & Garden,3,45.88,0,0,0,0
4479,35-44,359,0,Home & Garden,1,30.74,0,0,0,1
4480,18-24,76,1,Electronics,4,46.75,0,0,0,1
4481,35-44,197,2,Home & Garden,10,75.93,1,0,0,0
4482,25-34,169,1,Fashion,9,55.88,1,1,1,1
4483,25-34,154,1,Electronics,3,55.79,1,0,0,0
4484,35-44,19,0,Home & Garden,5,59.46,1,0,1,0
4485,55+,53,0,Books & Media,3,41.32,0,1,1,0
4486,25-34,74,2,Home & Garden,2,189.18,1,1,0,1
4487,25-34,273,2,Books & Media,2,17.11,0,0,0,1
4488,55+,47,1,Fashion,4,39.47,0,0,0,0
4489,35-44,123,0,Home & Garden,6,30.54,0,0,0,1
4490,25-34,251,2,Home & Garden,3,86.93,1,0,1,0
4491,55+,326,7,Electronics,4,60.91,1,0,0,0
4492,25-34,296,8,Home & Garden,3,37.5,0,1,1,0
4493,18-24,151,4,Home & Garden,5,108.16,1,1,1,1
4494,35-44,128,1,Home & Garden,2,65.3,1,0,0,0
4495,55+,102,7,Fashion,3,84.92,1,0,1,0
4496,35-44,43,1,Home & Garden,5,34.92,0,0,0,0
4497,55+,128,4,Books & Media,1,17.32,0,0,0,0
4498,25-34,442,0,Home & Garden,6,29.94,0,1,1,1
4499,35-44,57,0,Books & Media,3,85.58,1,1,1,1
4500,18-24,57,0,Electronics,4,68.57,1,1,1,1
4501,25-34,355,0,Fashion,7,25.07,0,0,0,1
4502,55+,215,10,Fashion,2,44.88,0,0,0,1
4503,45-54,305,2,Fashion,1,42.0,0,0,0,1
4504,35-44,401,1,Home & Garden,5,28.75,0,1,1,0
4505,18-24,232,0,Fashion,5,50.03,1,1,0,1
4506,25-34,615,0,Fashion,5,18.79,0,1,1,1
4507,35-44,152,2,Electronics,3,73.11,1,1,0,1
4508,45-54,490,1,Fashion,5,72.82,1,1,0,1
4509,18-24,137,0,Electronics,8,44.57,0,1,1,1
4510,35-44,157,0,Electronics,8,57.5,1,1,0,1
4511,45-54,383,0,Books & Media,5,50.64,1,1,1,1
4512,45-54,295,0,Electronics,2,62.71,1,1,0,1
4513,18-24,269,2,Fashion,5,65.88,1,0,0,0
4514,35-44,720,0,Home & Garden,5,34.03,0,1,1,1
4515,18-24,200,3,Fashion,4,127.74,1,0,0,0
4516,25-34,436,4,Fashion,1,44.56,0,0,0,1
4517,55+,142,1,Fashion,3,62.73,1,0,1,0
4518,25-34,158,0,Home & Garden,5,38.23,0,1,1,1
4519,25-34,210,3,Home & Garden,4,32.58,0,0,0,1
4520,25-34,173,4,Electronics,2,77.55,1,0,0,0
4521,18-24,145,0,Fashion,5,22.07,0,1,1,0
4522,25-34,30,3,Fashion,3,86.53,1,1,0,1
4523,25-34,173,2,Home & Garden,3,84.31,1,1,0,1
4524,35-44,389,3,Fashion,5,48.53,0,0,0,1
4525,25-34,77,1,Fashion,4,92.92,1,1,1,1
4526,35-44,90,0,Electronics,6,118.5,1,1,0,1
4527,25-34,63,0,Electronics,4,74.94,1,1,0,1
4528,35-44,164,1,Electronics,3,47.74,0,0,0,0
4529,25-34,515,2,Books & Media,5,23.65,0,1,1,0
4530,25-34,326,2,Fashion,6,67.31,1,1,1,1
4531,35-44,82,2,Sports & Outdoors,3,34.87,0,0,0,1
4532,18-24,373,2,Home & Garden,3,90.14,1,0,0,0
4533,25-34,687,1,Electronics,4,111.51,1,1,1,1
4534,45-54,29,5,Electronics,3,49.18,0,0,0,1
4535,18-24,68,9,Home & Garden,5,82.02,1,1,0,1
4536,18-24,81,1,Books & Media,4,12.92,0,1,1,0
4537,25-34,58,6,Electronics,6,77.15,1,0,0,0
4538,45-54,390,2,Fashion,3,56.37,1,0,1,0
4539,55+,234,0,Fashion,3,41.05,0,0,0,1
4540,45-54,254,0,Fashion,5,123.05,1,1,0,1
4541,55+,204,2,Home & Garden,2,61.37,1,0,0,0
4542,35-44,58,2,Books & Media,4,45.93,0,0,0,0
4543,55+,620,0,Electronics,4,70.39,1,1,0,1
4544,35-44,262,3,Home & Garden,4,86.62,1,1,1,1
4545,35-44,135,0,Sports & Outdoors,5,59.68,1,1,1,1
4546,55+,149,0,Home & Garden,3,64.97,1,0,1,0
4547,25-34,309,0,Fashion,5,65.86,1,1,1,1
4548,25-34,89,1,Home & Garden,4,112.01,1,1,0,1
4549,25-34,19,0,Fashion,5,65.38,1,1,0,1
4550,35-44,648,1,Home & Garden,3,47.66,0,1,1,1
4551,45-54,177,1,Sports & Outdoors,4,48.59,0,1,1,0
4552,25-34,96,0,Home & Garden,3,41.56,0,0,0,1
4553,55+,392,0,Fashion,4,40.69,0,0,0,0
4554,18-24,133,1,Fashion,5,52.79,1,1,0,1
4555,25-34,175,1,Home & Garden,5,78.28,1,1,0,1
4556,25-34,160,0,Home & Garden,5,70.05,1,1,1,1
4557,25-34,64,1,Home & Garden,3,64.15,1,0,1,0
4558,25-34,199,2,Electronics,3,42.29,0,0,0,1
4559,25-34,138,1,Electronics,3,38.91,0,1,1,1
4560,25-34,214,4,Home & Garden,3,29.78,0,0,0,1
4561,25-34,37,0,Electronics,6,113.11,1,1,0,1
4562,45-54,51,2,Sports & Outdoors,5,44.49,0,0,0,0
4563,25-34,324,3,Fashion,3,22.73,0,1,1,1
4564,45-54,162,2,Fashion,4,60.81,1,1,0,1
4565,35-44,79,0,Sports & Outdoors,5,62.97,1,0,1,0
4566,25-34,68,2,Electronics,3,39.31,0,1,1,1
4567,18-24,57,2,Electronics,3,81.33,1,0,0,0
4568,25-34,274,4,Sports & Outdoors,4,44.95,0,1,1,0
4569,25-34,444,0,Electronics,3,34.44,0,1,1,0
4570,18-24,46,3,Books & Media,4,23.0,0,0,0,1
4571,25-34,413,0,Electronics,5,82.93,1,1,0,1
4572,18-24,218,4,Electronics,4,88.89,1,0,1,0
4573,25-34,377,1,Electronics,5,89.33,1,1,1,1
4574,18-24,341,0,Books & Media,2,50.5,1,0,0,0
4575,55+,29,0,Fashion,5,62.54,1,0,0,0
4576,55+,196,0,Sports & Outdoors,6,43.22,0,1,1,0
4577,25-34,18,1,Books & Media,3,38.36,0,1,1,1
4578,45-54,313,6,Sports & Outdoors,6,76.29,1,1,0,1
4579,25-34,64,2,Electronics,4,48.97,0,0,0,1
4580,18-24,287,7,Fashion,2,80.01,1,0,1,0
4581,45-54,366,10,Home & Garden,3,88.67,1,1,1,1
4582,18-24,70,2,Fashion,6,77.69,1,0,0,0
4583,18-24,159,3,Electronics,3,82.43,1,1,0,1
4584,35-44,278,2,Fashion,1,25.76,0,0,0,1
4585,25-34,19,1,Electronics,3,43.47,0,1,1,0
4586,25-34,55,3,Books & Media,4,31.08,0,1,1,0
4587,18-24,269,19,Fashion,6,21.61,0,1,1,0
4588,45-54,125,4,Sports & Outdoors,3,146.51,1,1,1,1
4589,35-44,144,0,Home & Garden,3,18.47,0,0,0,0
4590,18-24,351,0,Fashion,2,112.71,1,0,1,0
4591,25-34,395,3,Home & Garden,3,71.6,1,0,1,0
4592,18-24,42,1,Home & Garden,4,61.86,1,1,1,1
4593,35-44,174,5,Electronics,5,31.74,0,1,1,1
4594,18-24,176,0,Home & Garden,6,90.79,1,0,0,0
4595,25-34,300,1,Sports & Outdoors,5,60.05,1,1,1,1
4596,55+,253,0,Fashion,6,66.58,1,1,1,1
4597,18-24,297,0,Electronics,2,59.45,1,0,1,0
4598,18-24,33,3,Sports & Outdoors,4,29.82,0,0,0,0
4599,55+,111,9,Fashion,4,49.52,0,0,0,0
4600,45-54,181,0,Electronics,3,45.99,0,0,0,1
4601,45-54,608,0,Sports & Outdoors,4,61.51,1,1,0,1
4602,25-34,34,3,Fashion,4,25.33,0,0,0,0
4603,25-34,72,1,Fashion,3,73.81,1,1,0,1
4604,55+,114,2,Electronics,4,97.77,1,1,0,1
4605,55+,132,4,Home & Garden,2,91.89,1,0,1,0
4606,55+,254,0,Sports & Outdoors,5,53.63,1,1,1,1
4607,55+,29,1,Fashion,4,38.82,0,0,0,0
4608,35-44,49,4,Fashion,5,52.82,1,0,1,0
4609,25-34,93,12,Electronics,4,107.08,1,0,1,0
4610,18-24,374,1,Books & Media,6,98.92,1,0,0,0
4611,35-44,136,0,Home & Garden,5,40.97,0,1,1,1
4612,18-24,192,5,Fashion,5,44.45,0,1,1,1
4613,25-34,28,5,Electronics,4,96.98,1,0,1,0
4614,55+,20,5,Fashion,4,65.39,1,1,0,1
4615,18-24,121,1,Fashion,1,38.94,0,0,0,1
4616,45-54,668,0,Sports & Outdoors,3,65.64,1,0,1,0
4617,35-44,214,3,Electronics,3,57.47,1,1,0,1
4618,55+,259,3,Electronics,5,122.52,1,1,1,1
4619,25-34,82,0,Books & Media,5,32.42,0,1,1,1
4620,55+,237,2,Books & Media,3,98.48,1,1,0,1
4621,35-44,220,3,Fashion,5,59.8,1,0,0,0
4622,25-34,235,1,Books & Media,2,57.64,1,0,0,0
4623,45-54,229,0,Electronics,6,75.46,1,0,0,0
4624,35-44,259,2,Home & Garden,3,53.33,1,1,1,1
4625,25-34,216,0,Books & Media,9,74.08,1,0,1,0
4626,35-44,86,4,Electronics,1,50.71,1,1,0,1
4627,35-44,163,3,Home & Garden,4,39.8,0,1,1,0
4628,25-34,123,4,Fashion,5,37.98,0,0,0,1
4629,45-54,180,0,Fashion,4,105.64,1,0,0,0
4630,45-54,47,8,Home & Garden,7,68.01,1,1,1,1
4631,18-24,82,1,Fashion,5,16.55,0,1,1,1
4632,35-44,218,1,Fashion,3,25.95,0,0,0,1
4633,35-44,336,0,Fashion,2,24.15,0,1,1,1
4634,18-24,49,1,Electronics,3,73.07,1,0,0,0
4635,25-34,240,3,Home & Garden,2,55.58,1,0,0,0
4636,45-54,183,0,Fashion,2,23.29,0,0,0,1
4637,55+,220,0,Fashion,4,43.79,0,1,1,1
4638,25-34,231,3,Home & Garden,4,71.21,1,1,1,1
4639,18-24,107,10,Books & Media,5,95.64,1,1,1,1
4640,35-44,217,0,Fashion,4,56.5,1,1,1,1
4641,35-44,235,0,Electronics,5,39.82,0,0,0,0
4642,25-34,311,0,Fashion,2,43.1,0,0,0,1
4643,18-24,267,1,Home & Garden,6,45.29,0,0,0,0
4644,25-34,316,3,Electronics,2,58.19,1,1,1,1
4645,55+,30,0,Electronics,4,54.72,1,1,1,1
4646,25-34,27,0,Electronics,4,55.12,1,1,1,1
4647,25-34,136,5,Sports & Outdoors,4,100.19,1,0,0,0
4648,55+,589,3,Electronics,5,81.12,1,1,0,1
4649,25-34,157,0,Fashion,3,45.29,0,0,0,1
4650,45-54,189,0,Books & Media,2,19.87,0,1,1,0
4651,25-34,140,0,Books & Media,3,33.52,0,0,0,1
4652,45-54,265,2,Fashion,3,42.41,0,1,1,1
4653,35-44,124,7,Books & Media,4,78.65,1,0,1,0
